IP_Address,Timestamp,HTTP_Method,Path,Status_Code,Response_Size
10.0.0.2,14/Aug/2024:19:33:13 +0000,DELETE,/products.html,404,1921
192.168.1.2,14/Aug/2024:20:02:51 +0000,POST,/index.html,404,235
172.16.0.1,14/Aug/2024:19:08:43 +0000,PUT,/index.html,404,3700
192.168.1.2,14/Aug/2024:19:28:30 +0000,POST,/index.html,500,1692
172.16.0.2,14/Aug/2024:19:23:33 +0000,GET,/about.html,200,3627
192.168.1.2,14/Aug/2024:19:41:25 +0000,DELETE,/index.html,404,4902
192.168.1.1,14/Aug/2024:19:28:04 +0000,GET,/services.html,302,760
192.168.1.1,14/Aug/2024:19:31:51 +0000,DELETE,/index.html,404,389
10.0.0.2,14/Aug/2024:19:21:18 +0000,POST,/contact.html,500,2043
172.16.0.2,14/Aug/2024:19:20:29 +0000,DELETE,/services.html,302,2643
192.168.1.1,14/Aug/2024:19:35:27 +0000,DELETE,/about.html,200,3181
192.168.1.2,14/Aug/2024:19:29:16 +0000,GET,/products.html,200,1446
192.168.1.1,14/Aug/2024:19:39:10 +0000,DELETE,/contact.html,200,1219
10.0.0.2,14/Aug/2024:19:18:08 +0000,POST,/contact.html,200,1862
10.0.0.2,14/Aug/2024:19:21:50 +0000,PUT,/products.html,500,1592
172.16.0.2,14/Aug/2024:19:37:44 +0000,DELETE,/about.html,200,215
172.16.0.2,14/Aug/2024:19:28:13 +0000,POST,/services.html,200,1900
192.168.1.2,14/Aug/2024:19:51:17 +0000,PUT,/about.html,302,2550
192.168.1.1,14/Aug/2024:19:31:34 +0000,PUT,/index.html,302,3214
172.16.0.1,14/Aug/2024:19:56:38 +0000,POST,/index.html,302,4038
10.0.0.1,14/Aug/2024:19:53:07 +0000,GET,/services.html,500,2403
192.168.1.2,14/Aug/2024:20:02:46 +0000,DELETE,/services.html,302,3000
10.0.0.2,14/Aug/2024:20:00:13 +0000,GET,/services.html,500,3727
192.168.1.1,14/Aug/2024:20:01:23 +0000,PUT,/index.html,302,4085
192.168.1.2,14/Aug/2024:19:08:43 +0000,DELETE,/services.html,404,417
192.168.1.1,14/Aug/2024:19:19:45 +0000,GET,/products.html,500,2053
192.168.1.1,14/Aug/2024:19:57:11 +0000,GET,/index.html,200,4332
192.168.1.2,14/Aug/2024:19:35:42 +0000,GET,/services.html,200,3984
192.168.1.2,14/Aug/2024:19:08:29 +0000,GET,/services.html,500,4141
192.168.1.2,14/Aug/2024:19:50:12 +0000,DELETE,/index.html,404,2838
10.0.0.2,14/Aug/2024:19:48:19 +0000,POST,/index.html,500,2512
192.168.1.2,14/Aug/2024:19:57:09 +0000,GET,/index.html,200,4555
192.168.1.2,14/Aug/2024:20:00:57 +0000,PUT,/products.html,404,1349
172.16.0.2,14/Aug/2024:19:30:56 +0000,GET,/about.html,500,3820
10.0.0.2,14/Aug/2024:19:13:45 +0000,POST,/index.html,404,1081
172.16.0.2,14/Aug/2024:19:17:46 +0000,GET,/products.html,200,2193
172.16.0.1,14/Aug/2024:20:02:40 +0000,POST,/services.html,200,2805
10.0.0.2,14/Aug/2024:20:02:39 +0000,POST,/about.html,500,3124
192.168.1.2,14/Aug/2024:19:56:27 +0000,PUT,/products.html,200,4806
172.16.0.2,14/Aug/2024:19:55:10 +0000,GET,/products.html,500,2347
10.0.0.2,14/Aug/2024:19:56:05 +0000,GET,/services.html,500,1717
172.16.0.1,14/Aug/2024:19:25:44 +0000,PUT,/index.html,500,3604
10.0.0.1,14/Aug/2024:19:14:53 +0000,GET,/services.html,404,4197
10.0.0.1,14/Aug/2024:19:51:47 +0000,POST,/products.html,500,4553
10.0.0.1,14/Aug/2024:19:34:44 +0000,DELETE,/index.html,500,3926
192.168.1.2,14/Aug/2024:19:09:26 +0000,DELETE,/products.html,404,4608
172.16.0.2,14/Aug/2024:19:20:18 +0000,POST,/index.html,302,2477
10.0.0.2,14/Aug/2024:20:02:07 +0000,PUT,/about.html,200,3579
172.16.0.2,14/Aug/2024:19:28:52 +0000,POST,/about.html,404,4421
172.16.0.1,14/Aug/2024:19:38:19 +0000,POST,/index.html,302,917
172.16.0.1,14/Aug/2024:19:42:09 +0000,POST,/about.html,404,644
10.0.0.1,14/Aug/2024:19:21:23 +0000,DELETE,/contact.html,200,4085
172.16.0.1,14/Aug/2024:19:18:03 +0000,POST,/products.html,200,1098
10.0.0.2,14/Aug/2024:19:14:44 +0000,PUT,/services.html,200,1521
192.168.1.2,14/Aug/2024:19:32:38 +0000,PUT,/about.html,302,2249
10.0.0.1,14/Aug/2024:19:06:42 +0000,PUT,/index.html,500,364
10.0.0.1,14/Aug/2024:19:18:01 +0000,GET,/products.html,302,2535
172.16.0.1,14/Aug/2024:19:48:51 +0000,GET,/products.html,404,2588
10.0.0.1,14/Aug/2024:19:28:18 +0000,PUT,/index.html,500,4657
10.0.0.2,14/Aug/2024:19:49:31 +0000,GET,/services.html,302,3262
192.168.1.1,14/Aug/2024:19:24:55 +0000,GET,/contact.html,404,3381
10.0.0.2,14/Aug/2024:19:53:46 +0000,POST,/about.html,500,3609
192.168.1.1,14/Aug/2024:20:02:02 +0000,DELETE,/services.html,404,1495
10.0.0.1,14/Aug/2024:19:52:49 +0000,PUT,/contact.html,302,2640
192.168.1.2,14/Aug/2024:19:10:31 +0000,POST,/index.html,200,3197
172.16.0.1,14/Aug/2024:19:23:58 +0000,GET,/contact.html,500,4071
10.0.0.2,14/Aug/2024:19:51:44 +0000,POST,/services.html,500,4184
172.16.0.1,14/Aug/2024:19:14:22 +0000,POST,/products.html,404,2899
10.0.0.1,14/Aug/2024:19:43:27 +0000,PUT,/about.html,200,670
10.0.0.1,14/Aug/2024:19:28:07 +0000,PUT,/products.html,302,257
10.0.0.1,14/Aug/2024:19:55:53 +0000,PUT,/products.html,500,
10.0.0.2,14/Aug/2024:20:06:15 +0000,POST,/contact.html,404,2981
192.168.1.1,14/Aug/2024:19:37:18 +0000,GET,/products.html,200,2298
10.0.0.2,14/Aug/2024:20:03:27 +0000,GET,/products.html,200,1075
10.0.0.2,14/Aug/2024:19:52:49 +0000,PUT,/products.html,302,1242
192.168.1.2,14/Aug/2024:19:35:33 +0000,DELETE,/about.html,404,3081
192.168.1.1,14/Aug/2024:19:51:05 +0000,GET,/contact.html,404,4208
172.16.0.2,14/Aug/2024:19:28:55 +0000,DELETE,/index.html,500,2932
10.0.0.2,14/Aug/2024:19:54:15 +0000,PUT,/index.html,200,3678
192.168.1.2,14/Aug/2024:19:47:30 +0000,POST,/services.html,404,4145
172.16.0.1,14/Aug/2024:19:12:49 +0000,DELETE,/services.html,200,3432
192.168.1.1,14/Aug/2024:19:16:43 +0000,PUT,/services.html,500,2502
172.16.0.2,14/Aug/2024:19:09:32 +0000,POST,/about.html,500,3064
172.16.0.2,14/Aug/2024:19:42:54 +0000,GET,/about.html,200,708
172.16.0.1,14/Aug/2024:19:13:23 +0000,POST,/index.html,302,2775
172.16.0.1,14/Aug/2024:19:19:39 +0000,GET,/index.html,404,4198
172.16.0.1,14/Aug/2024:19:58:19 +0000,POST,/index.html,404,2030
172.16.0.1,14/Aug/2024:20:01:21 +0000,GET,/contact.html,302,3855
172.16.0.1,14/Aug/2024:19:31:43 +0000,GET,/services.html,302,3291
10.0.0.1,14/Aug/2024:19:42:23 +0000,DELETE,/services.html,500,2836
10.0.0.2,14/Aug/2024:19:35:03 +0000,PUT,/products.html,200,1968
10.0.0.2,14/Aug/2024:19:32:18 +0000,DELETE,/contact.html,200,1126
192.168.1.1,14/Aug/2024:19:27:21 +0000,PUT,/contact.html,302,4943
10.0.0.2,14/Aug/2024:19:29:34 +0000,GET,/services.html,500,2112
192.168.1.2,14/Aug/2024:19:24:39 +0000,POST,/about.html,302,3489
192.168.1.1,14/Aug/2024:20:05:45 +0000,PUT,/services.html,404,1167
172.16.0.1,14/Aug/2024:19:29:21 +0000,DELETE,/products.html,200,3896
192.168.1.2,14/Aug/2024:19:53:28 +0000,POST,/index.html,404,3611
192.168.1.1,14/Aug/2024:19:32:31 +0000,POST,/services.html,500,2335
172.16.0.1,14/Aug/2024:19:34:35 +0000,PUT,/index.html,404,436
192.168.1.1,14/Aug/2024:19:59:19 +0000,PUT,/products.html,200,3105
172.16.0.2,14/Aug/2024:19:16:37 +0000,POST,/contact.html,404,709
172.16.0.2,14/Aug/2024:19:40:02 +0000,DELETE,/contact.html,200,2881
192.168.1.2,14/Aug/2024:19:17:20 +0000,POST,/services.html,200,2208
172.16.0.1,14/Aug/2024:19:35:43 +0000,PUT,/services.html,404,4791
10.0.0.2,14/Aug/2024:19:08:06 +0000,PUT,/contact.html,404,3119
10.0.0.1,14/Aug/2024:20:02:07 +0000,DELETE,/index.html,302,4830
192.168.1.2,14/Aug/2024:19:57:05 +0000,DELETE,/products.html,200,818
192.168.1.1,14/Aug/2024:19:13:37 +0000,GET,/products.html,302,4082
10.0.0.1,14/Aug/2024:19:23:56 +0000,DELETE,/contact.html,302,4483
172.16.0.1,14/Aug/2024:19:59:29 +0000,POST,/contact.html,404,3604
10.0.0.2,14/Aug/2024:19:56:24 +0000,DELETE,/index.html,302,1428
192.168.1.2,14/Aug/2024:19:28:56 +0000,DELETE,/contact.html,200,3354
172.16.0.2,14/Aug/2024:20:01:14 +0000,GET,/about.html,200,1740
172.16.0.2,14/Aug/2024:19:41:09 +0000,GET,/services.html,200,3524
192.168.1.2,14/Aug/2024:19:12:06 +0000,DELETE,/index.html,302,3320
192.168.1.1,14/Aug/2024:19:12:37 +0000,DELETE,/contact.html,404,760
10.0.0.1,14/Aug/2024:19:49:20 +0000,POST,/index.html,200,4246
10.0.0.1,14/Aug/2024:19:48:08 +0000,GET,/products.html,404,1837
192.168.1.2,14/Aug/2024:19:47:05 +0000,PUT,/contact.html,500,4395
10.0.0.2,14/Aug/2024:19:12:53 +0000,PUT,/services.html,200,3508
192.168.1.1,14/Aug/2024:19:11:44 +0000,PUT,/contact.html,302,3270
172.16.0.2,14/Aug/2024:19:54:33 +0000,PUT,/index.html,404,3838
172.16.0.2,14/Aug/2024:19:08:45 +0000,GET,/contact.html,500,1068
10.0.0.2,14/Aug/2024:19:24:41 +0000,GET,/contact.html,200,3493
172.16.0.2,14/Aug/2024:19:20:57 +0000,GET,/products.html,302,2474
192.168.1.1,14/Aug/2024:19:59:03 +0000,DELETE,/services.html,302,4137
172.16.0.2,14/Aug/2024:20:00:27 +0000,GET,/contact.html,200,4012
10.0.0.1,14/Aug/2024:19:08:56 +0000,PUT,/contact.html,200,865
10.0.0.2,14/Aug/2024:19:23:09 +0000,POST,/products.html,302,1924
192.168.1.2,14/Aug/2024:19:40:46 +0000,GET,/services.html,500,4568
172.16.0.1,14/Aug/2024:19:53:22 +0000,DELETE,/index.html,500,4478
192.168.1.2,14/Aug/2024:19:21:17 +0000,DELETE,/about.html,200,4378
192.168.1.1,14/Aug/2024:19:14:41 +0000,DELETE,/index.html,302,4462
10.0.0.2,14/Aug/2024:19:49:22 +0000,DELETE,/contact.html,200,1809
192.168.1.1,14/Aug/2024:19:41:12 +0000,POST,/index.html,200,2298
10.0.0.2,14/Aug/2024:19:27:28 +0000,POST,/products.html,200,2126
10.0.0.1,14/Aug/2024:19:30:53 +0000,POST,/about.html,500,1153
10.0.0.2,14/Aug/2024:19:47:39 +0000,GET,/index.html,404,3608
172.16.0.2,14/Aug/2024:19:31:01 +0000,GET,/services.html,302,4895
172.16.0.2,14/Aug/2024:19:13:03 +0000,POST,/contact.html,404,4463
192.168.1.2,14/Aug/2024:19:16:17 +0000,GET,/about.html,500,605
172.16.0.1,14/Aug/2024:19:34:15 +0000,GET,/index.html,200,1112
192.168.1.2,14/Aug/2024:19:34:59 +0000,DELETE,/contact.html,200,2202
10.0.0.2,14/Aug/2024:19:41:03 +0000,DELETE,/contact.html,200,2679
192.168.1.2,14/Aug/2024:19:44:22 +0000,POST,/services.html,500,3246
172.16.0.2,14/Aug/2024:19:52:52 +0000,GET,/index.html,500,2173
10.0.0.2,14/Aug/2024:19:43:28 +0000,PUT,/products.html,404,985
192.168.1.2,14/Aug/2024:19:32:00 +0000,GET,/products.html,302,4684
192.168.1.1,14/Aug/2024:19:27:45 +0000,POST,/about.html,404,3441
10.0.0.1,14/Aug/2024:19:51:00 +0000,PUT,/index.html,404,2593
10.0.0.1,14/Aug/2024:19:57:15 +0000,DELETE,/contact.html,200,1055
192.168.1.2,14/Aug/2024:19:42:56 +0000,POST,/index.html,404,4217
172.16.0.2,14/Aug/2024:19:34:48 +0000,DELETE,/about.html,404,425
172.16.0.2,14/Aug/2024:19:35:24 +0000,GET,/contact.html,404,284
172.16.0.1,14/Aug/2024:19:42:52 +0000,GET,/index.html,200,4954
172.16.0.2,14/Aug/2024:19:13:52 +0000,DELETE,/index.html,200,484
192.168.1.1,14/Aug/2024:19:06:58 +0000,PUT,/index.html,404,263
172.16.0.2,14/Aug/2024:19:09:31 +0000,PUT,/about.html,302,2326
10.0.0.1,14/Aug/2024:19:43:41 +0000,POST,/about.html,500,4202
10.0.0.1,14/Aug/2024:19:59:27 +0000,POST,/contact.html,302,1791
172.16.0.1,14/Aug/2024:19:59:21 +0000,DELETE,/products.html,302,
10.0.0.2,14/Aug/2024:19:50:09 +0000,POST,/index.html,500,2757
10.0.0.1,14/Aug/2024:19:22:20 +0000,PUT,/services.html,500,827
192.168.1.1,14/Aug/2024:19:16:22 +0000,DELETE,/services.html,302,3940
192.168.1.1,14/Aug/2024:19:49:52 +0000,DELETE,/products.html,302,1446
172.16.0.1,14/Aug/2024:19:52:38 +0000,GET,/about.html,500,4325
192.168.1.2,14/Aug/2024:19:12:48 +0000,GET,/services.html,302,4565
172.16.0.2,14/Aug/2024:19:32:44 +0000,GET,/products.html,302,212
10.0.0.2,14/Aug/2024:19:11:49 +0000,DELETE,/contact.html,404,3122
10.0.0.1,14/Aug/2024:19:54:04 +0000,DELETE,/about.html,302,1494
10.0.0.1,14/Aug/2024:19:54:26 +0000,GET,/contact.html,404,3252
192.168.1.1,14/Aug/2024:19:17:59 +0000,DELETE,/about.html,500,3234
10.0.0.2,,GET,/about.html,404,2326
172.16.0.1,14/Aug/2024:19:59:04 +0000,GET,/products.html,200,3323
192.168.1.2,14/Aug/2024:19:40:18 +0000,DELETE,/products.html,404,3855
172.16.0.2,14/Aug/2024:19:25:57 +0000,POST,/products.html,200,1989
10.0.0.1,14/Aug/2024:19:44:12 +0000,DELETE,/products.html,200,1874
192.168.1.1,14/Aug/2024:19:24:47 +0000,POST,/products.html,200,1318
192.168.1.1,14/Aug/2024:20:06:03 +0000,GET,/contact.html,200,496
192.168.1.2,14/Aug/2024:19:41:20 +0000,DELETE,/products.html,200,3192
10.0.0.2,14/Aug/2024:19:07:57 +0000,GET,/contact.html,404,870
192.168.1.2,14/Aug/2024:19:52:34 +0000,DELETE,/index.html,404,4384
192.168.1.1,14/Aug/2024:19:42:08 +0000,DELETE,/about.html,302,1535
10.0.0.1,14/Aug/2024:19:21:05 +0000,POST,/about.html,500,2069
172.16.0.2,14/Aug/2024:19:49:11 +0000,GET,/contact.html,200,4546
172.16.0.2,14/Aug/2024:19:14:46 +0000,POST,/contact.html,500,3594
10.0.0.1,14/Aug/2024:19:22:10 +0000,GET,/about.html,200,450
172.16.0.2,14/Aug/2024:19:09:12 +0000,GET,/about.html,500,2634
10.0.0.1,14/Aug/2024:19:37:26 +0000,DELETE,/about.html,302,3456
192.168.1.2,14/Aug/2024:19:52:00 +0000,GET,/index.html,500,467
10.0.0.1,14/Aug/2024:19:54:56 +0000,DELETE,/about.html,404,2113
10.0.0.1,14/Aug/2024:19:12:47 +0000,DELETE,/about.html,500,3572
192.168.1.1,14/Aug/2024:19:20:26 +0000,POST,/about.html,500,773
192.168.1.1,14/Aug/2024:19:28:50 +0000,POST,/about.html,500,4151
192.168.1.2,14/Aug/2024:19:18:01 +0000,PUT,/about.html,200,2029
172.16.0.1,14/Aug/2024:19:54:13 +0000,POST,/products.html,302,3701
172.16.0.1,14/Aug/2024:19:16:57 +0000,DELETE,/contact.html,302,2338
172.16.0.2,14/Aug/2024:19:40:58 +0000,DELETE,/services.html,404,4834
192.168.1.2,14/Aug/2024:19:54:51 +0000,POST,/contact.html,500,2161
10.0.0.1,14/Aug/2024:19:16:13 +0000,GET,/about.html,404,1737
192.168.1.1,14/Aug/2024:19:46:29 +0000,PUT,/products.html,404,4892
10.0.0.1,14/Aug/2024:19:32:16 +0000,PUT,/about.html,302,3603
192.168.1.1,14/Aug/2024:19:09:14 +0000,GET,/products.html,500,869
10.0.0.1,14/Aug/2024:19:17:24 +0000,PUT,/products.html,404,1046
10.0.0.1,14/Aug/2024:19:21:03 +0000,DELETE,/index.html,500,2873
10.0.0.1,14/Aug/2024:19:16:35 +0000,GET,/about.html,200,676
192.168.1.1,14/Aug/2024:19:12:11 +0000,DELETE,/index.html,404,4760
172.16.0.2,14/Aug/2024:20:00:10 +0000,GET,/contact.html,302,4136
192.168.1.2,14/Aug/2024:19:56:19 +0000,DELETE,/about.html,500,2649
172.16.0.1,14/Aug/2024:19:22:40 +0000,POST,/contact.html,302,4725
10.0.0.2,14/Aug/2024:19:33:06 +0000,GET,/about.html,200,858
10.0.0.2,14/Aug/2024:19:15:33 +0000,POST,/services.html,500,764
172.16.0.1,14/Aug/2024:19:27:01 +0000,PUT,/index.html,200,2007
192.168.1.1,14/Aug/2024:19:56:09 +0000,POST,/products.html,200,1283
10.0.0.1,14/Aug/2024:19:35:15 +0000,DELETE,/index.html,200,1509
192.168.1.2,14/Aug/2024:19:48:21 +0000,PUT,/services.html,302,4364
10.0.0.1,14/Aug/2024:19:13:32 +0000,POST,/contact.html,302,3236
10.0.0.2,14/Aug/2024:19:15:42 +0000,POST,/services.html,302,4265
10.0.0.1,14/Aug/2024:19:22:36 +0000,PUT,/index.html,302,2877
10.0.0.2,14/Aug/2024:19:07:21 +0000,GET,/about.html,302,4912
172.16.0.1,14/Aug/2024:19:52:42 +0000,DELETE,/index.html,404,1969
172.16.0.1,14/Aug/2024:19:18:14 +0000,PUT,/about.html,302,4373
192.168.1.1,14/Aug/2024:19:55:21 +0000,PUT,/products.html,500,821
172.16.0.2,14/Aug/2024:20:03:10 +0000,DELETE,/about.html,302,2285
10.0.0.2,14/Aug/2024:19:29:25 +0000,PUT,/about.html,500,4490
10.0.0.2,14/Aug/2024:19:38:52 +0000,DELETE,/products.html,302,4342
10.0.0.1,14/Aug/2024:19:24:43 +0000,DELETE,/about.html,302,468
10.0.0.2,14/Aug/2024:19:43:58 +0000,DELETE,/services.html,302,2420
10.0.0.1,14/Aug/2024:19:25:34 +0000,POST,/about.html,500,1316
172.16.0.1,14/Aug/2024:19:35:18 +0000,GET,/contact.html,500,4182
172.16.0.1,14/Aug/2024:19:37:17 +0000,DELETE,/index.html,302,4817
172.16.0.1,14/Aug/2024:20:06:08 +0000,POST,/contact.html,500,4389
192.168.1.2,14/Aug/2024:19:17:01 +0000,GET,/services.html,500,820
172.16.0.2,14/Aug/2024:19:11:02 +0000,POST,/services.html,500,1286
10.0.0.1,14/Aug/2024:20:06:00 +0000,POST,/about.html,500,2464
172.16.0.1,14/Aug/2024:19:18:45 +0000,PUT,/services.html,302,1894
10.0.0.2,14/Aug/2024:19:30:09 +0000,POST,/about.html,404,3129
192.168.1.2,14/Aug/2024:19:57:42 +0000,GET,/index.html,500,4763
192.168.1.1,14/Aug/2024:19:15:04 +0000,PUT,/services.html,404,
192.168.1.1,14/Aug/2024:20:00:10 +0000,DELETE,/contact.html,200,4935
10.0.0.2,14/Aug/2024:19:45:07 +0000,DELETE,/contact.html,500,4931
10.0.0.1,14/Aug/2024:19:55:04 +0000,POST,/contact.html,500,2760
172.16.0.2,14/Aug/2024:19:58:10 +0000,DELETE,/about.html,500,387
192.168.1.1,14/Aug/2024:19:20:01 +0000,DELETE,/products.html,302,4866
192.168.1.1,14/Aug/2024:19:27:50 +0000,POST,/contact.html,404,2410
172.16.0.2,14/Aug/2024:19:06:56 +0000,POST,/services.html,302,2619
192.168.1.2,14/Aug/2024:19:37:35 +0000,GET,/products.html,500,1932
192.168.1.2,14/Aug/2024:19:26:45 +0000,POST,/about.html,404,3662
172.16.0.1,14/Aug/2024:19:33:59 +0000,DELETE,/contact.html,500,4273
192.168.1.2,14/Aug/2024:19:46:55 +0000,GET,/services.html,302,3284
172.16.0.1,14/Aug/2024:19:22:24 +0000,GET,/services.html,500,1734
10.0.0.1,14/Aug/2024:19:34:59 +0000,PUT,/about.html,302,1297
192.168.1.1,14/Aug/2024:19:41:44 +0000,GET,/services.html,500,2305
192.168.1.1,14/Aug/2024:19:36:35 +0000,POST,/index.html,200,2135
192.168.1.1,14/Aug/2024:19:28:06 +0000,DELETE,/index.html,302,3799
172.16.0.1,14/Aug/2024:19:17:24 +0000,PUT,/products.html,404,3813
192.168.1.1,14/Aug/2024:20:02:46 +0000,GET,/services.html,302,3100
192.168.1.1,14/Aug/2024:19:21:47 +0000,GET,/contact.html,302,532
10.0.0.1,14/Aug/2024:19:06:40 +0000,GET,/contact.html,404,3254
192.168.1.2,14/Aug/2024:19:30:41 +0000,DELETE,/services.html,302,3288
172.16.0.2,14/Aug/2024:19:26:28 +0000,DELETE,/about.html,200,3056
192.168.1.2,14/Aug/2024:19:25:17 +0000,POST,/products.html,302,1786
172.16.0.2,14/Aug/2024:19:22:44 +0000,DELETE,/services.html,500,1375
172.16.0.1,14/Aug/2024:19:34:35 +0000,GET,/contact.html,500,3358
10.0.0.2,14/Aug/2024:20:04:32 +0000,POST,/index.html,404,217
192.168.1.2,14/Aug/2024:20:02:29 +0000,PUT,/products.html,500,205
10.0.0.2,14/Aug/2024:19:10:54 +0000,POST,/about.html,404,410
172.16.0.2,14/Aug/2024:20:05:01 +0000,DELETE,/contact.html,302,2958
192.168.1.1,14/Aug/2024:19:17:11 +0000,DELETE,/about.html,500,813
10.0.0.1,14/Aug/2024:19:50:18 +0000,GET,/about.html,404,4392
172.16.0.1,14/Aug/2024:19:16:03 +0000,GET,/contact.html,302,4781
10.0.0.1,14/Aug/2024:19:19:44 +0000,GET,/services.html,302,815
10.0.0.2,14/Aug/2024:19:16:49 +0000,POST,/about.html,404,3462
10.0.0.1,14/Aug/2024:19:08:56 +0000,POST,/index.html,302,2676
172.16.0.1,14/Aug/2024:19:43:10 +0000,DELETE,/services.html,500,892
10.0.0.2,14/Aug/2024:19:40:05 +0000,POST,/index.html,404,4409
172.16.0.1,14/Aug/2024:20:00:52 +0000,DELETE,/about.html,404,970
172.16.0.2,14/Aug/2024:19:20:36 +0000,POST,/products.html,500,2512
10.0.0.2,14/Aug/2024:19:46:15 +0000,GET,/products.html,500,1021
192.168.1.2,14/Aug/2024:19:12:03 +0000,PUT,/products.html,500,1726
192.168.1.1,14/Aug/2024:19:14:26 +0000,PUT,/index.html,200,4917
10.0.0.2,14/Aug/2024:19:39:10 +0000,PUT,/index.html,500,4918
192.168.1.2,14/Aug/2024:19:28:47 +0000,PUT,/index.html,200,4428
